session_id,visit_date,country,device_type,traffic_source,product_category_viewed,pages_viewed,time_on_site_minutes,added_to_cart,purchased,order_value_usd
693,29/08/2024,India,Desktop,Social Media,Beauty,6,7.33,0,0,0.00
694,31/03/2023,Australia,Tablet,Referral,Beauty,7,5.59,1,0,0.00
695,09/03/2023,USA,Tablet,Email,Home,5,5.67,0,0,0.00
696,03/07/2023,USA,Mobile,Social Media,Fashion,7,5.46,1,1,178.04
697,15/04/2024,Australia,Desktop,Direct,Home,5,2.7,1,1,46.14
698,26/03/2024,Australia,Mobile,Organic Search,Books,5,5.54,0,0,0.00
699,11/05/2024,UK,Desktop,Referral,Books,7,7.43,1,1,55.97
700,17/07/2024,USA,Mobile,Referral,Books,6,6.04,1,1,60.70
701,01/12/2024,Germany,Desktop,Referral,Home,4,6.19,0,1,60.91
702,01/05/2023,India,Desktop,Direct,Electronics,6,7.09,1,1,80.64
703,14/05/2024,USA,Mobile,Email,Home,12,4.21,0,0,0.00
704,21/01/2023,USA,Mobile,Social Media,Beauty,6,3.8,0,0,0.00
705,15/09/2023,USA,Desktop,Social Media,Home,9,2.57,1,0,0.00
706,21/09/2023,UK,Tablet,Direct,Sports,6,3.11,0,0,0.00
707,11/01/2023,India,Desktop,Direct,Home,4,8.52,0,0,0.00
708,28/06/2024,Australia,Mobile,Organic Search,Books,2,6.59,1,1,21.88
709,10/05/2024,India,Desktop,Social Media,Fashion,7,6.78,0,1,147.01
710,14/08/2024,Germany,Tablet,Referral,Books,5,4,1,1,97.21
711,19/08/2023,UK,Tablet,Organic Search,Books,5,3.13,0,0,0.00
712,18/10/2024,UK,Desktop,Referral,Fashion,7,4.84,1,0,0.00
713,28/01/2024,USA,Mobile,Email,Fashion,9,8.14,0,0,0.00
714,17/04/2024,Germany,Tablet,Referral,Home,4,2.99,1,1,64.36
715,24/04/2024,Germany,Tablet,Referral,Beauty,3,3.91,1,1,119.19
716,05/05/2023,Canada,Tablet,Paid Ads,Fashion,7,7.94,0,1,52.48
717,15/10/2023,Australia,Tablet,Organic Search,Sports,8,8.35,0,1,272.70
718,25/06/2024,Germany,Tablet,Direct,Home,6,7.21,1,0,0.00
719,19/10/2023,India,Tablet,Organic Search,Electronics,7,9.62,1,0,0.00
720,19/07/2024,Canada,Tablet,Paid Ads,Sports,5,7.12,0,0,0.00
721,15/09/2024,Canada,Mobile,Paid Ads,Home,3,6.75,0,0,0.00
722,14/09/2023,Canada,Desktop,Organic Search,Books,1,4.09,1,1,109.98
723,27/03/2023,USA,Tablet,Referral,Beauty,2,5.76,1,0,0.00
724,13/04/2024,India,Tablet,Email,Electronics,6,4.12,0,0,0.00
725,24/02/2024,Germany,Mobile,Referral,Beauty,4,1.82,0,0,0.00
726,14/04/2024,Germany,Tablet,Organic Search,Sports,4,6.29,1,1,33.74
727,09/03/2024,Germany,Tablet,Social Media,Books,5,3.99,0,0,0.00
728,17/05/2024,India,Desktop,Social Media,Electronics,9,7.67,0,0,0.00
729,29/10/2023,Australia,Mobile,Referral,Electronics,5,9.78,1,0,0.00
730,11/03/2023,India,Desktop,Social Media,Books,8,4.23,0,1,68.87
731,12/01/2024,India,Tablet,Organic Search,Electronics,8,2.69,0,0,0.00
732,13/06/2024,Germany,Mobile,Social Media,Beauty,9,5.24,0,1,19.08
733,01/01/2023,USA,Mobile,Direct,Books,7,6.78,1,0,0.00
734,24/05/2023,Australia,Desktop,Social Media,Beauty,3,4.4,1,0,0.00
735,01/03/2023,Germany,Desktop,Email,Electronics,5,5.4,0,0,0.00
736,16/01/2024,Australia,Tablet,Referral,Fashion,6,5.28,0,0,0.00
737,05/03/2023,Australia,Desktop,Organic Search,Fashion,6,9.16,0,0,0.00
738,30/01/2024,Canada,Desktop,Referral,Fashion,6,3.58,1,0,0.00
739,29/08/2023,Australia,Mobile,Organic Search,Electronics,8,6.39,0,0,0.00
740,29/11/2023,UK,Desktop,Direct,Books,3,7.93,0,1,150.08
741,08/10/2024,Canada,Desktop,Referral,Beauty,1,7.75,0,0,0.00
742,04/03/2024,USA,Mobile,Email,Home,5,7.32,1,1,46.17
743,22/05/2023,USA,Desktop,Paid Ads,Books,5,5.38,1,1,33.01
744,28/08/2023,India,Mobile,Direct,Beauty,5,8.83,1,0,0.00
745,06/11/2024,Canada,Mobile,Paid Ads,Fashion,5,7.55,1,1,94.61
746,27/02/2024,India,Mobile,Referral,Electronics,4,8.92,0,0,0.00
747,27/10/2024,Germany,Tablet,Direct,Books,3,5.52,0,0,0.00
748,11/08/2024,India,Mobile,Direct,Electronics,5,7.34,0,1,54.96
749,05/04/2023,Germany,Desktop,Paid Ads,Sports,5,8.93,0,0,0.00
750,15/07/2023,USA,Mobile,Paid Ads,Sports,7,4.7,1,0,0.00
751,03/10/2024,UK,Mobile,Direct,Sports,9,5.72,1,1,89.71
752,04/11/2023,UK,Tablet,Referral,Books,3,6.91,1,1,74.79
753,09/08/2023,UK,Mobile,Social Media,Fashion,7,4.8,0,1,115.15
754,05/12/2024,Australia,Tablet,Paid Ads,Beauty,4,7.24,1,1,46.74
755,15/07/2023,UK,Desktop,Organic Search,Sports,6,8.55,1,0,0.00
756,31/07/2024,Canada,Tablet,Paid Ads,Books,7,7.82,0,0,0.00
757,11/02/2023,Australia,Desktop,Referral,Beauty,4,7.01,0,0,0.00
758,13/07/2024,India,Desktop,Direct,Books,6,6.68,0,0,0.00
759,15/03/2023,Germany,Tablet,Social Media,Books,7,3,1,1,65.41
760,02/09/2023,Germany,Desktop,Paid Ads,Home,4,3.16,0,0,0.00
761,07/03/2023,Germany,Mobile,Referral,Beauty,5,4.24,1,0,0.00
762,18/02/2024,USA,Mobile,Social Media,Books,8,6.59,1,0,0.00
763,10/09/2023,USA,Desktop,Organic Search,Sports,7,6.98,0,0,0.00
764,12/05/2023,Germany,Desktop,Referral,Sports,6,5.54,0,1,39.19
765,06/09/2024,USA,Desktop,Paid Ads,Home,3,1,1,0,0.00
766,23/06/2024,USA,Desktop,Direct,Electronics,6,5.12,1,0,0.00
767,10/01/2023,Germany,Desktop,Organic Search,Sports,2,4.81,1,0,0.00
768,30/12/2024,Australia,Mobile,Organic Search,Home,6,5.24,1,0,0.00
769,12/12/2023,Germany,Tablet,Referral,Sports,3,3.46,0,0,0.00
770,24/12/2024,India,Mobile,Paid Ads,Sports,12,4.46,0,0,0.00
771,28/02/2023,Australia,Tablet,Referral,Fashion,5,3.55,1,0,0.00
772,05/11/2023,Germany,Mobile,Social Media,Home,7,2.51,1,0,0.00
773,29/04/2024,India,Mobile,Paid Ads,Books,6,4.16,0,1,48.89
774,29/09/2024,India,Tablet,Email,Fashion,3,4.37,1,0,0.00
775,16/06/2023,Australia,Tablet,Direct,Fashion,6,3.98,0,0,0.00
776,19/12/2023,Germany,Mobile,Referral,Home,3,6.9,1,1,50.39
777,08/06/2024,UK,Desktop,Email,Sports,6,6.55,1,1,69.71
778,09/09/2024,Australia,Desktop,Social Media,Home,4,6.27,0,0,0.00
779,20/12/2024,UK,Tablet,Email,Beauty,5,2.89,0,1,184.69
780,06/05/2024,India,Tablet,Email,Home,2,4.94,0,0,0.00
781,08/01/2024,USA,Desktop,Social Media,Beauty,9,3.89,1,0,0.00
782,06/08/2024,India,Tablet,Paid Ads,Books,5,7.04,1,0,0.00
783,22/03/2023,USA,Mobile,Social Media,Sports,5,5.86,0,1,49.53
784,01/08/2023,Canada,Tablet,Direct,Beauty,7,4.99,1,1,8.45
785,12/10/2024,UK,Mobile,Paid Ads,Home,5,10.71,1,1,63.63
786,11/07/2023,USA,Desktop,Referral,Fashion,8,2.6,1,0,0.00
787,09/08/2023,Germany,Tablet,Direct,Books,9,6.12,0,0,0.00
788,27/10/2023,UK,Desktop,Email,Books,4,2.76,1,0,0.00
789,27/07/2023,Australia,Tablet,Email,Beauty,8,5.96,0,0,0.00
790,16/08/2023,USA,Tablet,Social Media,Fashion,3,2.51,0,0,0.00
791,08/09/2024,USA,Tablet,Referral,Beauty,6,4.38,1,1,28.89
792,21/05/2023,USA,Tablet,Direct,Electronics,9,5.19,0,0,0.00
793,25/01/2024,Canada,Mobile,Organic Search,Books,2,2.82,0,0,0.00
794,04/12/2024,India,Mobile,Email,Fashion,7,6.29,1,1,62.39
795,23/11/2023,Australia,Mobile,Organic Search,Books,4,6.18,1,1,70.20
796,04/11/2024,USA,Mobile,Paid Ads,Sports,6,6.95,0,0,0.00
797,10/02/2024,Germany,Desktop,Organic Search,Sports,7,4.59,0,0,0.00
798,09/04/2023,Australia,Tablet,Referral,Beauty,6,5.17,0,1,68.35
799,02/05/2024,Australia,Desktop,Organic Search,Electronics,6,4.89,1,1,32.06
800,09/12/2024,Canada,Tablet,Email,Electronics,8,4.86,0,1,57.45
801,22/08/2023,India,Tablet,Direct,Home,12,4.57,0,0,0.00
802,28/05/2024,Canada,Desktop,Organic Search,Sports,6,2.99,0,0,0.00
803,11/05/2023,Australia,Tablet,Email,Fashion,10,7.64,1,1,57.07
804,04/06/2024,India,Mobile,Referral,Fashion,3,9.3,1,1,65.69
805,03/02/2024,USA,Mobile,Referral,Sports,3,3.08,0,0,0.00
806,27/05/2023,UK,Desktop,Social Media,Beauty,5,3.77,0,1,67.22
807,17/07/2024,India,Desktop,Email,Beauty,7,3.33,1,0,0.00
808,25/08/2023,Canada,Mobile,Direct,Fashion,9,6.53,0,0,0.00
809,11/12/2024,UK,Tablet,Organic Search,Books,7,2.59,0,0,0.00
810,18/04/2024,Australia,Mobile,Organic Search,Beauty,5,11.96,1,1,61.08
811,18/06/2024,Germany,Desktop,Referral,Beauty,2,6.14,0,0,0.00
812,24/02/2023,India,Tablet,Organic Search,Books,5,2.95,0,1,88.65
813,28/01/2023,USA,Mobile,Email,Beauty,6,3.65,1,0,0.00
814,05/06/2023,Australia,Desktop,Referral,Electronics,10,6.06,1,1,11.36
815,28/02/2024,Canada,Mobile,Paid Ads,Fashion,8,6.88,1,1,53.84
816,13/10/2023,Australia,Tablet,Email,Home,6,7.1,0,0,0.00
817,12/03/2023,India,Mobile,Direct,Home,5,4.53,0,0,0.00
818,10/06/2024,Canada,Tablet,Direct,Electronics,4,6.46,0,0,0.00
819,30/11/2023,USA,Desktop,Organic Search,Fashion,7,4.32,0,1,31.87
820,09/02/2024,Canada,Mobile,Direct,Beauty,5,4.34,0,0,0.00
821,07/06/2024,India,Desktop,Paid Ads,Sports,5,4.67,1,0,0.00
822,18/07/2024,USA,Tablet,Email,Books,6,8.43,1,1,44.18
823,06/12/2024,Canada,Desktop,Email,Books,6,9.43,0,0,0.00
824,31/03/2024,USA,Tablet,Direct,Electronics,5,5.14,1,0,0.00
825,16/10/2023,Canada,Tablet,Social Media,Electronics,4,3.4,0,0,0.00
826,19/06/2024,India,Desktop,Paid Ads,Electronics,5,3.34,0,0,0.00
827,10/03/2024,UK,Tablet,Referral,Sports,5,8.34,0,0,0.00
828,02/09/2023,Germany,Desktop,Organic Search,Books,4,6.46,1,0,0.00
829,22/10/2024,UK,Desktop,Email,Fashion,4,6.25,1,0,0.00
830,27/01/2024,UK,Tablet,Email,Beauty,4,8.7,1,1,67.94
831,09/06/2024,USA,Tablet,Referral,Books,7,3.66,1,1,77.73
832,30/11/2023,Germany,Mobile,Referral,Home,4,7.18,1,1,129.73
833,16/11/2023,USA,Tablet,Organic Search,Electronics,5,5.17,1,0,0.00
834,07/11/2023,UK,Mobile,Email,Books,4,4.32,0,0,0.00
835,19/03/2023,Australia,Mobile,Direct,Beauty,9,10.49,1,0,0.00
836,27/05/2023,UK,Desktop,Organic Search,Electronics,7,1,1,1,33.29
837,13/04/2023,India,Desktop,Email,Home,5,5.42,1,0,0.00
838,29/06/2024,UK,Mobile,Paid Ads,Electronics,6,7.15,1,1,43.96
839,09/12/2023,USA,Desktop,Email,Sports,1,2.18,0,0,0.00
840,06/10/2024,Canada,Tablet,Email,Electronics,6,7.54,1,1,74.46
841,30/05/2023,India,Mobile,Social Media,Sports,3,8.79,0,0,0.00
842,15/06/2024,India,Tablet,Referral,Home,6,7.54,0,0,0.00
843,12/01/2023,Germany,Mobile,Social Media,Beauty,7,7.46,0,0,0.00
844,15/11/2023,Germany,Mobile,Direct,Sports,7,5.05,1,0,0.00
845,11/05/2024,USA,Tablet,Referral,Fashion,4,9.35,1,0,0.00
846,17/08/2024,Australia,Desktop,Paid Ads,Fashion,3,6.21,0,1,52.44
847,18/08/2024,UK,Desktop,Social Media,Beauty,6,6.74,0,0,0.00
848,08/04/2024,USA,Mobile,Paid Ads,Beauty,7,2.88,0,0,0.00
849,26/01/2023,UK,Desktop,Social Media,Beauty,7,7.04,1,0,0.00
850,02/09/2024,India,Desktop,Social Media,Fashion,9,5.66,0,1,45.25
851,25/10/2024,Australia,Tablet,Email,Sports,8,9.06,1,0,0.00
852,24/01/2024,Canada,Mobile,Email,Electronics,5,7.95,0,0,0.00
853,26/02/2023,USA,Desktop,Organic Search,Beauty,6,6.53,1,0,0.00
854,28/05/2024,UK,Tablet,Email,Home,8,6.24,1,0,0.00
855,09/10/2024,Germany,Desktop,Email,Books,10,5.12,1,0,0.00
856,09/03/2023,Canada,Mobile,Social Media,Home,8,3.24,0,1,198.64
857,01/06/2023,Canada,Tablet,Paid Ads,Beauty,6,6.97,1,1,23.60
858,28/09/2024,UK,Mobile,Email,Home,12,4.13,0,1,27.30
859,05/05/2024,UK,Tablet,Direct,Books,6,5.21,1,0,0.00
860,30/04/2023,Germany,Tablet,Paid Ads,Home,2,5.17,1,1,111.13
861,02/02/2024,Germany,Desktop,Email,Home,8,9.64,1,1,12.37
862,17/06/2023,India,Tablet,Paid Ads,Sports,8,7.77,0,0,0.00
863,13/02/2024,Canada,Mobile,Direct,Sports,6,9.93,0,1,64.67
864,02/08/2023,India,Tablet,Email,Books,4,6.51,1,0,0.00
865,06/10/2023,USA,Desktop,Social Media,Books,5,2.55,0,1,59.98
866,16/09/2023,India,Desktop,Direct,Beauty,7,3.85,0,0,0.00
867,26/01/2024,USA,Tablet,Social Media,Fashion,7,5.7,1,1,34.18
868,10/01/2023,UK,Tablet,Paid Ads,Books,11,5.86,0,0,0.00
869,01/07/2024,Germany,Desktop,Organic Search,Beauty,4,6.04,0,1,136.41
870,02/08/2024,Canada,Desktop,Referral,Beauty,6,5.96,1,0,0.00
871,18/03/2024,Canada,Tablet,Direct,Beauty,7,3.67,1,0,0.00
872,01/10/2024,Canada,Mobile,Social Media,Books,7,2.98,0,1,87.93
873,03/01/2024,Canada,Tablet,Direct,Electronics,7,7.8,0,1,60.01
874,25/10/2024,India,Mobile,Direct,Books,2,5.79,1,1,104.68
875,04/07/2024,UK,Mobile,Direct,Sports,4,3.22,0,0,0.00
876,20/04/2023,India,Tablet,Direct,Books,3,7.59,0,1,177.61
877,07/05/2024,Australia,Desktop,Social Media,Beauty,8,5.96,0,0,0.00
878,01/03/2024,India,Mobile,Organic Search,Home,3,5.5,0,0,0.00
879,16/12/2023,USA,Tablet,Direct,Sports,5,8.32,0,0,0.00
880,21/04/2024,Canada,Tablet,Direct,Sports,5,7.56,0,0,0.00
881,27/06/2024,USA,Desktop,Social Media,Beauty,9,3.87,0,0,0.00
882,31/10/2023,Germany,Tablet,Referral,Books,4,8.04,1,0,0.00
883,17/01/2024,Canada,Mobile,Social Media,Electronics,5,4.92,1,0,0.00
884,01/04/2023,Germany,Mobile,Social Media,Beauty,5,2.2,1,0,0.00
885,18/04/2024,India,Mobile,Direct,Fashion,4,6.05,0,0,0.00
886,06/08/2024,UK,Desktop,Social Media,Beauty,3,7.79,1,1,35.74
887,13/01/2024,USA,Tablet,Email,Home,7,5.64,0,0,0.00
888,23/10/2023,Germany,Mobile,Email,Books,7,10.56,0,1,36.82
889,28/07/2023,Australia,Desktop,Social Media,Electronics,5,6.32,0,0,0.00
890,21/12/2024,UK,Mobile,Direct,Electronics,7,3.56,1,1,42.30
891,23/07/2023,India,Desktop,Direct,Electronics,6,6.44,0,0,0.00
892,16/10/2023,Australia,Mobile,Direct,Fashion,5,4.94,0,0,0.00
893,22/12/2024,Canada,Mobile,Referral,Fashion,4,3.85,1,0,0.00
894,06/03/2023,UK,Tablet,Email,Beauty,9,6.68,0,0,0.00
895,14/02/2024,USA,Desktop,Direct,Fashion,6,9.83,0,0,0.00
896,23/10/2024,USA,Tablet,Direct,Beauty,4,5.77,0,0,0.00
897,13/06/2024,Germany,Mobile,Direct,Sports,4,7.09,1,1,15.50
898,25/08/2023,USA,Desktop,Referral,Beauty,4,5.41,0,1,175.91
899,02/03/2023,Germany,Mobile,Direct,Fashion,3,6.21,0,0,0.00
900,08/01/2023,USA,Desktop,Direct,Electronics,9,5.5,0,0,0.00
901,08/06/2024,Canada,Mobile,Referral,Fashion,10,3.33,1,0,0.00
902,28/03/2024,UK,Desktop,Paid Ads,Beauty,4,6.47,0,0,0.00
903,13/07/2023,India,Desktop,Direct,Beauty,7,1,0,0,0.00
904,27/04/2023,Canada,Tablet,Social Media,Sports,10,9.21,0,0,0.00
905,29/03/2024,Germany,Tablet,Email,Sports,7,2.42,0,0,0.00
906,01/02/2024,India,Desktop,Social Media,Beauty,3,2.25,0,0,0.00
907,20/01/2024,Canada,Mobile,Direct,Books,8,10.09,1,1,100.72
908,21/02/2023,UK,Tablet,Referral,Electronics,9,7.26,1,0,0.00
909,28/11/2024,Australia,Mobile,Social Media,Electronics,5,7.88,0,1,114.05
910,13/09/2024,USA,Desktop,Organic Search,Fashion,5,2.59,1,0,0.00
911,02/10/2023,UK,Tablet,Paid Ads,Sports,4,5.37,1,0,0.00
912,20/11/2023,Germany,Desktop,Referral,Fashion,11,6.77,1,0,0.00
913,14/09/2023,Canada,Desktop,Email,Fashion,4,8.86,1,1,32.64
914,24/04/2024,Germany,Tablet,Referral,Books,6,8.64,0,1,6.81
915,28/07/2023,Australia,Mobile,Referral,Fashion,4,6.55,1,0,0.00
916,30/09/2023,Germany,Desktop,Paid Ads,Fashion,4,4.61,0,0,0.00
917,12/11/2023,UK,Desktop,Referral,Electronics,7,7.28,1,1,218.96
918,08/12/2024,UK,Mobile,Email,Fashion,2,5.62,0,0,0.00
919,14/06/2023,USA,Desktop,Referral,Sports,9,6.13,0,1,311.06
920,25/02/2023,Australia,Desktop,Email,Books,5,2.55,0,1,31.69
921,20/03/2023,Germany,Desktop,Direct,Beauty,7,5.37,1,0,0.00
922,12/03/2023,Germany,Mobile,Organic Search,Sports,9,2.64,1,1,20.61
923,13/04/2023,India,Mobile,Social Media,Electronics,1,3.32,1,0,0.00
924,13/06/2024,UK,Mobile,Referral,Home,6,5.36,1,1,154.51
925,26/12/2024,USA,Desktop,Referral,Books,6,6.58,0,1,130.87
926,23/06/2024,Germany,Tablet,Referral,Electronics,11,7.86,0,0,0.00
927,08/04/2024,Canada,Mobile,Social Media,Sports,5,2.64,1,1,44.04
928,05/07/2023,UK,Tablet,Organic Search,Books,11,7.06,0,1,156.26
929,07/10/2023,Germany,Tablet,Paid Ads,Beauty,5,1,0,0,0.00
930,16/02/2023,India,Tablet,Direct,Fashion,12,7.09,0,1,21.97
931,17/09/2024,UK,Mobile,Email,Home,4,6.74,0,0,0.00
932,04/02/2023,UK,Mobile,Email,Electronics,6,7.18,1,0,0.00
933,17/11/2024,USA,Mobile,Direct,Sports,4,5.84,0,0,0.00
934,29/01/2023,Australia,Desktop,Direct,Sports,7,4.51,1,1,100.33
935,08/05/2024,Australia,Desktop,Paid Ads,Sports,8,5.32,0,0,0.00
936,21/01/2023,USA,Mobile,Paid Ads,Electronics,6,6,0,1,101.88
937,12/09/2024,Canada,Desktop,Referral,Home,9,2.73,0,0,0.00
938,08/07/2024,Canada,Tablet,Paid Ads,Home,3,5.65,1,0,0.00
939,01/06/2023,Australia,Desktop,Social Media,Sports,5,8.72,0,1,81.57
940,22/06/2023,UK,Tablet,Direct,Electronics,11,4.12,0,0,0.00
941,04/10/2024,USA,Desktop,Organic Search,Home,3,8.61,1,0,0.00
942,22/03/2023,Australia,Mobile,Direct,Fashion,5,4.19,0,1,47.87
943,11/05/2024,USA,Mobile,Direct,Home,7,8.27,0,0,0.00
944,15/04/2023,USA,Tablet,Email,Beauty,6,3.26,1,1,109.21
945,04/10/2023,USA,Tablet,Direct,Home,3,6.65,0,1,101.37
946,06/04/2024,Australia,Desktop,Email,Beauty,3,5.64,0,0,0.00
947,17/09/2023,India,Tablet,Organic Search,Beauty,6,5.72,1,1,39.00
948,20/11/2024,Canada,Tablet,Social Media,Books,7,5.62,1,0,0.00
949,30/06/2024,UK,Desktop,Email,Home,8,2.38,0,0,0.00
950,25/03/2024,Canada,Mobile,Direct,Electronics,2,4.1,0,0,0.00
951,12/03/2024,Australia,Desktop,Direct,Books,8,5.37,0,0,0.00
952,05/04/2023,Australia,Desktop,Organic Search,Sports,3,7.48,0,0,0.00
953,08/07/2024,Germany,Mobile,Email,Fashion,9,8.65,0,0,0.00
954,14/07/2024,Germany,Desktop,Social Media,Home,7,7.68,0,0,0.00
955,18/06/2024,UK,Tablet,Referral,Fashion,8,2.37,0,0,0.00
956,24/06/2023,Canada,Desktop,Social Media,Books,9,3.46,0,0,0.00
957,19/09/2023,India,Mobile,Organic Search,Books,4,7.04,1,1,56.06
958,08/11/2023,Germany,Mobile,Organic Search,Fashion,5,9.68,1,0,0.00
959,24/08/2023,Germany,Desktop,Organic Search,Beauty,6,6.25,1,0,0.00
960,28/10/2024,USA,Tablet,Paid Ads,Books,3,8.55,1,1,92.03
961,26/01/2023,UK,Mobile,Social Media,Electronics,4,6.48,0,0,0.00
962,07/10/2024,Australia,Desktop,Social Media,Electronics,8,4.38,1,1,32.11
963,13/11/2023,UK,Tablet,Direct,Fashion,9,3.2,1,1,14.75
964,23/01/2023,India,Desktop,Direct,Home,7,5.76,1,0,0.00
965,22/10/2024,Australia,Tablet,Paid Ads,Beauty,5,4.55,1,1,13.79
966,13/06/2023,Australia,Mobile,Direct,Electronics,9,5.49,0,1,156.59
967,26/02/2024,India,Mobile,Email,Electronics,6,8.32,0,0,0.00
968,27/09/2024,USA,Tablet,Paid Ads,Sports,5,5.13,1,1,90.05
969,13/11/2024,Australia,Desktop,Organic Search,Electronics,9,7.83,0,0,0.00
970,08/08/2024,Australia,Desktop,Organic Search,Beauty,7,9.35,0,1,22.83
971,12/02/2023,Australia,Mobile,Email,Electronics,6,4.99,0,0,0.00
972,25/12/2023,USA,Desktop,Organic Search,Books,8,6.48,1,0,0.00
973,15/11/2024,India,Mobile,Social Media,Home,9,6.36,0,0,0.00
974,17/04/2024,UK,Mobile,Email,Fashion,11,7.27,0,0,0.00
975,22/05/2023,Australia,Tablet,Paid Ads,Electronics,2,9.84,1,0,0.00
976,14/06/2024,Canada,Tablet,Organic Search,Sports,8,6.4,0,0,0.00
977,14/05/2024,Australia,Mobile,Email,Home,5,4.28,1,1,79.31
978,01/10/2023,Australia,Mobile,Direct,Books,2,4.94,1,0,0.00
979,13/09/2023,USA,Desktop,Referral,Books,6,5.22,0,0,0.00
980,25/11/2023,Germany,Mobile,Organic Search,Electronics,6,2.17,0,0,0.00
981,30/07/2024,USA,Mobile,Referral,Books,8,7.24,0,1,58.59
982,30/01/2023,Germany,Desktop,Email,Home,5,8.18,1,0,0.00
983,25/05/2023,USA,Mobile,Social Media,Books,1,6.2,1,1,95.86
984,16/09/2024,India,Mobile,Referral,Sports,8,8.89,1,1,9.22
985,27/01/2023,Canada,Tablet,Referral,Home,4,6.07,1,0,0.00
986,03/12/2024,Australia,Mobile,Direct,Home,12,7.41,1,0,0.00
987,12/03/2023,USA,Tablet,Referral,Sports,3,3.52,0,0,0.00
988,22/04/2024,USA,Tablet,Email,Home,9,5.83,0,0,0.00
989,12/05/2024,Australia,Mobile,Paid Ads,Beauty,7,8.14,1,0,0.00
990,04/09/2024,Germany,Mobile,Paid Ads,Beauty,8,3.51,0,0,0.00
991,24/12/2024,Australia,Tablet,Organic Search,Sports,9,3.17,1,0,0.00
992,28/10/2024,India,Desktop,Social Media,Fashion,6,3.26,0,0,0.00
993,06/07/2024,Germany,Tablet,Email,Home,8,3.58,0,0,0.00
994,16/01/2024,Canada,Tablet,Paid Ads,Beauty,5,6.76,1,0,0.00
995,18/11/2024,India,Mobile,Referral,Electronics,4,7.74,0,0,0.00
996,02/04/2023,India,Desktop,Paid Ads,Electronics,7,4.14,1,0,0.00
997,08/12/2023,India,Desktop,Referral,Home,6,5.34,1,1,46.10
998,16/02/2024,Australia,Tablet,Referral,Beauty,3,5.64,1,0,0.00
999,02/05/2024,Germany,Tablet,Email,Electronics,6,4.81,0,1,140.37
1000,09/09/2024,Australia,Tablet,Referral,Sports,7,3.21,1,1,166.19
1001,16/03/2024,USA,Desktop,Organic Search,Home,5,6.96,0,0,0.00
1002,14/04/2023,India,Tablet,Paid Ads,Fashion,5,4.85,0,0,0.00
1003,01/09/2023,Canada,Desktop,Email,Sports,6,5.8,0,1,69.10
1004,20/10/2024,Australia,Tablet,Direct,Books,5,6,1,0,0.00
1005,02/09/2024,India,Desktop,Direct,Beauty,2,6.11,0,0,0.00
1006,27/10/2023,Australia,Mobile,Organic Search,Fashion,7,4.15,1,0,0.00
1007,10/11/2024,India,Desktop,Organic Search,Beauty,4,8.58,0,1,53.68
1008,28/08/2023,Canada,Tablet,Organic Search,Home,5,4.54,0,0,0.00
1009,04/11/2023,Australia,Tablet,Direct,Books,9,5.53,0,1,1.46
1010,14/08/2024,USA,Mobile,Organic Search,Books,5,8.81,0,0,0.00
1011,07/10/2024,USA,Tablet,Organic Search,Fashion,7,6.46,1,1,66.74
1012,24/01/2024,Germany,Desktop,Referral,Sports,4,4.65,1,0,0.00
1013,02/10/2023,Australia,Desktop,Paid Ads,Home,6,6.32,0,0,0.00
1014,27/07/2023,USA,Tablet,Social Media,Books,9,9.27,0,0,0.00
1015,21/10/2023,India,Mobile,Social Media,Beauty,5,5.13,1,0,0.00
1016,26/11/2023,UK,Tablet,Organic Search,Home,4,8.1,1,1,143.08
1017,11/09/2024,Australia,Tablet,Direct,Electronics,6,9.23,0,0,0.00
1018,25/04/2023,Germany,Desktop,Referral,Home,3,3.01,1,0,0.00
1019,23/03/2023,India,Desktop,Referral,Fashion,2,7.45,0,0,0.00
1020,18/06/2024,UK,Mobile,Social Media,Electronics,8,6.1,1,0,0.00
1021,05/01/2024,Canada,Tablet,Direct,Electronics,10,5.61,0,1,148.03
1022,31/08/2023,USA,Tablet,Referral,Electronics,7,5.34,1,0,0.00
1023,17/06/2024,India,Mobile,Paid Ads,Electronics,4,8.31,0,1,26.25
1024,26/07/2024,Germany,Desktop,Email,Fashion,6,4.15,1,1,98.40
1025,06/01/2024,USA,Mobile,Referral,Books,6,5.34,1,1,59.89
1026,22/01/2024,Australia,Tablet,Email,Fashion,6,6.14,0,1,144.38
1027,31/05/2023,UK,Mobile,Email,Books,5,3.72,0,1,78.47
1028,28/07/2024,UK,Desktop,Organic Search,Sports,2,4.39,0,0,0.00
1029,26/05/2024,UK,Mobile,Referral,Books,6,5.68,1,0,0.00
1030,07/11/2024,India,Mobile,Paid Ads,Sports,4,6.74,1,1,30.74
1031,06/11/2024,India,Desktop,Organic Search,Beauty,4,4.3,1,0,0.00
1032,10/06/2024,UK,Desktop,Social Media,Electronics,2,4.15,0,0,0.00
1033,07/08/2023,Canada,Desktop,Organic Search,Home,7,9.29,0,0,0.00
1034,23/02/2024,USA,Desktop,Referral,Home,8,6.65,1,1,49.79
1035,14/05/2024,Australia,Tablet,Paid Ads,Beauty,2,1.91,0,1,80.17
1036,30/10/2024,UK,Tablet,Email,Fashion,7,5.85,0,0,0.00
1037,13/01/2023,Australia,Tablet,Paid Ads,Fashion,9,6.6,1,1,118.40
1038,30/07/2024,India,Desktop,Organic Search,Fashion,6,7.26,1,1,52.38
